"Deploy Date","Deploy Time","Retrieve Date","Retrieve Time","Sonde Model Number (Nickname)","pH Model Number","rpDO Model Number","roxDO Model Number","Turb Model Number","Cond Model Number","Chloro Model Number","EXO Model Number","DATE","TIME","F_Record","FILENAME","SITENAME","USERID","FAULTCODE","SpCond","F_SpCond","Sal","F_Sal","Depth","F_Depth","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","FDOMQSU","FDOMRFU","pH","F_pH","pHmV","BATTERY","Temp","F_Temp","Turb","F_Turb","WIPERPOSITIONVOLT","CHLOROPHYLLRFU","ChlFluor","F_ChlFluor","Date","Time","fDOMQSU","fDOMRFU","ChlorophyllRFU","PHMV"
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.741","0","34.07","0","2.214","0","104.8","0","8.34","0","","","8.06","0","-86.1","5.41","16.416","0","4.23","0","1.222","","7.51","0",2025-12-15,"15:15","13.96","4.7","1.86",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.731","0","34.06","0","2.263","0","104.8","0","8.34","0","","","8.05","0","-86.1","5.42","16.42","0","3.94","0","1.222","","6.09","0",2025-12-15,"15:30","13.65","4.6","1.51",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.741","0","34.07","0","2.311","0","103.9","0","8.26","0","","","8.06","0","-86.1","5.43","16.463","0","3.54","0","1.227","","5.55","0",2025-12-15,"15:45","13.41","4.52","1.37",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.745","0","34.07","0","2.354","0","98.8","0","7.86","0","","","8.03","0","-84.8","5.41","16.472","0","3.69","0","1.232","","3.85","0",2025-12-15,"16:00","13.04","4.4","0.95",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.747","0","34.07","0","2.395","0","95.6","0","7.6","0","","","8.02","0","-84.1","5.42","16.471","0","3.33","0","1.23","","2.55","0",2025-12-15,"16:15","12.58","4.25","0.62",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.751","0","34.08","0","2.432","0","91.5","0","7.28","0","","","8","0","-82.6","5.41","16.463","0","3.67","0","1.231","","2.48","0",2025-12-15,"16:30","12.65","4.27","0.61",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.752","0","34.08","0","2.459","0","77.2","0","6.14","0","","","7.95","0","-80.2","5.42","16.46","0","3.11","0","1.23","","2.79","0",2025-12-15,"16:45","12.78","4.32","0.68",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.754","0","34.08","0","2.488","0","85.7","0","6.82","0","","","7.98","0","-81.7","5.43","16.441","0","2.76","0","1.23","","2.49","0",2025-12-15,"17:00","13.46","4.54","0.61",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.752","0","34.08","0","2.516","0","92.3","0","7.34","0","","","7.99","0","-82.1","5.41","16.436","0","3.46","0","1.226","","3.08","0",2025-12-15,"17:15","13.22","4.46","0.76",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.745","0","34.07","0","2.539","0","95.5","0","7.6","0","","","8.02","0","-84","5.42","16.407","0","2.78","0","1.226","","1.96","0",2025-12-15,"17:30","13.49","4.55","0.48",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.574","0","33.94","0","2.558","0","97.5","0","7.8","0","","","8.03","0","-84.7","5.41","16.203","0","3.13","0","1.226","","4.64","0",2025-12-15,"17:45","15.58","5.24","1.15",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.411","0","33.82","0","2.569","0","98.9","0","7.95","0","","","8.02","0","-83.8","5.41","15.99","0","3.45","0","1.224","","5.32","0",2025-12-15,"18:00","16.66","5.59","1.31",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.355","0","33.77","0","2.57","0","99.1","0","7.99","0","","","8.01","0","-83.1","5.42","15.884","0","3.38","0","1.225","","4.58","0",2025-12-15,"18:15","18.34","6.14","1.13",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.211","0","33.67","0","2.568","0","98.7","0","7.98","0","","","8","0","-82.9","5.41","15.752","0","3.7","0","1.228","","4.14","0",2025-12-15,"18:30","20.01","6.69","1.02",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.067","0","33.56","0","2.552","0","98.4","0","7.97","0","","","7.99","0","-82.1","5.42","15.636","0","3.96","0","1.225","","3.83","0",2025-12-15,"18:45","20.95","7","0.94",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.939","0","33.46","0","2.524","0","98","0","7.97","0","","","7.98","0","-81.4","5.4","15.517","0","4.36","0","1.224","","3.82","0",2025-12-15,"19:00","22.41","7.48","0.94",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.794","0","33.35","0","2.497","0","98.2","0","8.02","0","","","7.97","0","-80.8","5.41","15.323","0","4.99","0","1.223","","3.22","0",2025-12-15,"19:15","24.13","8.05","0.79",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.679","0","33.27","0","2.464","0","98.1","0","8.02","0","","","7.97","0","-80.9","5.42","15.306","0","6.07","0","1.22","","3.62","0",2025-12-15,"19:30","24.55","8.18","0.89",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.561","0","33.18","0","2.431","0","98.4","0","8.05","0","","","7.97","0","-80.9","5.4","15.305","0","5.74","0","1.229","","3.11","0",2025-12-15,"19:45","25.53","8.51","0.76",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.428","0","33.08","0","2.391","0","98.6","0","8.06","0","","","7.97","0","-80.7","5.42","15.317","0","5.59","0","1.231","","2.99","0",2025-12-15,"20:00","26.61","8.86","0.74",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.326","0","33.01","0","2.352","0","99.6","0","8.15","0","","","7.97","0","-81.1","5.41","15.334","0","5.74","0","1.223","","3.34","0",2025-12-15,"20:15","27.21","9.06","0.82",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.236","0","32.94","0","2.307","0","99.5","0","8.15","0","","","7.97","0","-81","5.41","15.342","0","4.92","0","1.226","","3.18","0",2025-12-15,"20:30","27.2","9.06","0.78",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.177","0","32.9","0","2.262","0","99.6","0","8.16","0","","","7.97","0","-81.1","5.42","15.336","0","5.02","0","1.22","","2.87","0",2025-12-15,"20:45","28.01","9.32","0.71",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.155","0","32.88","0","2.221","0","100.1","0","8.19","0","","","7.97","0","-81.1","5.4","15.333","0","4.69","0","1.224","","2.98","0",2025-12-15,"21:00","28.23","9.4","0.73",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.151","0","32.88","0","2.178","0","97.3","0","7.97","0","","","7.97","0","-80.7","5.42","15.286","0","4.73","0","1.234","","2.25","0",2025-12-15,"21:15","28.44","9.47","0.55",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.462","0","33.11","0","2.135","0","96.8","0","7.93","0","","","7.97","0","-80.7","5.4","15.27","0","3.79","0","1.225","","2.13","0",2025-12-15,"21:30","26.42","8.8","0.52",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.54","0","33.16","0","2.093","0","96","0","7.86","0","","","7.97","0","-80.6","5.41","15.258","0","2.65","0","1.217","","1.54","0",2025-12-15,"21:45","25.82","8.6","0.37",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.609","0","33.21","0","2.049","0","95.3","0","7.81","0","","","7.97","0","-80.6","5.42","15.212","0","3.28","0","1.228","","1.6","0",2025-12-15,"22:00","25.46","8.48","0.39",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.788","0","33.34","0","2.006","0","93.7","0","7.67","0","","","7.97","0","-80.7","5.4","15.211","0","2.64","0","1.227","","2.15","0",2025-12-15,"22:15","22.3","7.44","0.53",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.614","0","33.2","0","1.966","0","96.3","0","7.96","0","","","7.97","0","-80.9","5.41","14.742","0","3.89","0","1.216","","2.41","0",2025-12-15,"22:30","26.05","8.68","0.59",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.577","0","33.18","0","1.927","0","98.4","0","8.14","0","","","7.98","0","-81.5","5.4","14.709","0","4.34","0","1.224","","2.78","0",2025-12-15,"22:45","26.45","8.81","0.68",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.44","0","33.08","0","1.888","0","99","0","8.17","0","","","7.98","0","-81.4","5.4","14.897","0","4.53","0","1.223","","2.67","0",2025-12-15,"23:00","27.13","9.03","0.65",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.383","0","33.04","0","1.852","0","99.5","0","8.2","0","","","7.98","0","-81.3","5.42","14.96","0","4.51","0","1.226","","2.68","0",2025-12-15,"23:15","27.3","9.09","0.66",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.369","0","33.03","0","1.813","0","99.4","0","8.19","0","","","7.98","0","-81.4","5.4","14.969","0","4.84","0","1.233","","2.55","0",2025-12-15,"23:30","27.24","9.07","0.62",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.479","0","33.11","0","1.78","0","98.7","0","8.13","0","","","7.98","0","-81.4","5.41","14.971","0","4.67","0","1.233","","2.48","0",2025-12-15,"23:45","26.54","8.84","0.61",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.434","0","33.08","0","1.75","0","99.3","0","8.18","0","","","7.98","0","-81.4","5.4","14.946","0","4.6","0","1.232","","2.51","0",2025-12-16,"00:00","27.12","9.03","0.62",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.561","0","33.17","0","1.721","0","99.2","0","8.17","0","","","7.98","0","-81.5","5.41","14.903","0","3.97","0","1.234","","2.38","0",2025-12-16,"00:15","26.4","8.79","0.58",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.655","0","33.24","0","1.701","0","98.7","0","8.13","0","","","7.98","0","-81.1","5.42","14.886","0","4.06","0","1.231","","2.46","0",2025-12-16,"00:30","26.33","8.77","0.6",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.731","0","33.29","0","1.688","0","98.4","0","8.1","0","","","7.98","0","-81.2","5.4","14.897","0","4.27","0","1.223","","2.3","0",2025-12-16,"00:45","25.75","8.58","0.56",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.808","0","33.35","0","1.691","0","97.9","0","8.06","0","","","7.98","0","-81.2","5.41","14.894","0","4.26","0","1.215","","2.37","0",2025-12-16,"01:00","25.11","8.37","0.58",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.878","0","33.4","0","1.707","0","97.3","0","8.01","0","","","7.98","0","-81.2","5.4","14.89","0","4.74","0","1.218","","2.14","0",2025-12-16,"01:15","24.32","8.11","0.52",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.001","0","33.49","0","1.73","0","97.5","0","8.02","0","","","7.98","0","-81.6","5.4","14.932","0","6.39","0","1.224","","2.55","0",2025-12-16,"01:30","22.58","7.54","0.62",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.497","0","33.87","0","1.761","0","98.6","0","8.01","0","","","8.01","0","-83.2","5.41","15.448","0","11.03","0","1.232","","4.17","0",2025-12-16,"01:45","17.16","5.76","1.03",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.802","0","34.1","0","1.799","0","100.1","0","8.04","0","","","8.04","0","-85","5.39","15.968","0","15.83","0","1.225","","6.38","0",2025-12-16,"02:00","13.56","4.57","1.58",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.821","0","34.12","0","1.844","0","100.8","0","8.06","0","","","8.05","0","-85.5","5.41","16.177","0","27.93","0","1.22","","8.66","0",2025-12-16,"02:15","11.65","3.94","2.15",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.835","0","34.13","0","1.889","0","100.5","0","8.02","0","","","8.05","0","-85.6","5.39","16.211","0","22.6","0","1.221","","8.19","0",2025-12-16,"02:30","11.7","3.96","2.03",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.829","0","34.13","0","1.945","0","100.6","0","8.04","0","","","8.04","0","-85.4","5.4","16.168","0","24.15","0","1.216","","8.05","0",2025-12-16,"02:45","11.94","4.04","1.99",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.817","0","34.12","0","2.012","0","100.3","0","8.02","0","","","8.04","0","-85.3","5.41","16.142","0","21.71","0","1.222","","7.95","0",2025-12-16,"03:00","12.18","4.12","1.97",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.798","0","34.1","0","2.077","0","100.1","0","8.01","0","","","8.04","0","-85.2","5.39","16.128","0","16.49","0","1.224","","6.22","0",2025-12-16,"03:15","12.82","4.33","1.54",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.797","0","34.1","0","2.142","0","100","0","8","0","","","8.04","0","-85.2","5.4","16.118","0","15.18","0","1.227","","6.38","0",2025-12-16,"03:30","12.74","4.3","1.58",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.713","0","34.04","0","2.213","0","99.7","0","8.01","0","","","8.04","0","-84.9","5.39","15.935","0","14.77","0","1.227","","6.14","0",2025-12-16,"03:45","13.42","4.52","1.52",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.69","0","34.02","0","2.283","0","99.6","0","8.02","0","","","8.03","0","-84.7","5.4","15.867","0","14.79","0","1.216","","5.37","0",2025-12-16,"04:00","14.27","4.8","1.33",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.67","0","34","0","2.345","0","99.6","0","8.02","0","","","8.03","0","-84.6","5.41","15.827","0","9.25","0","1.221","","6.59","0",2025-12-16,"04:15","14.28","4.81","1.63",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.683","0","34.01","0","2.406","0","98.3","0","7.92","0","","","8.03","0","-84.4","5.39","15.816","0","11.98","0","1.224","","5.26","0",2025-12-16,"04:30","14.32","4.82","1.3",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.687","0","34.02","0","2.464","0","98.1","0","7.9","0","","","8.03","0","-84.2","5.4","15.831","0","10.48","0","1.221","","4.58","0",2025-12-16,"04:45","14.5","4.88","1.13",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.691","0","34.02","0","2.521","0","95.4","0","7.68","0","","","8.01","0","-83.3","5.39","15.86","0","9.69","0","1.223","","4.48","0",2025-12-16,"05:00","13.43","4.53","1.11",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.698","0","34.03","0","2.577","0","92","0","7.4","0","","","8.01","0","-83.1","5.4","15.888","0","9.06","0","1.223","","2.79","0",2025-12-16,"05:15","13.1","4.42","0.69",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.696","0","34.02","0","2.623","0","76.4","0","6.15","0","","","7.97","0","-81.2","5.41","15.887","0","7.68","0","1.221","","3.26","0",2025-12-16,"05:30","13.58","4.58","0.8",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.692","0","34.02","0","2.661","0","85.4","0","6.88","0","","","7.98","0","-81.8","5.39","15.867","0","7.62","0","1.221","","2.76","0",2025-12-16,"05:45","14.07","4.74","0.68",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.699","0","34.03","0","2.691","0","90.4","0","7.28","0","","","8.01","0","-83.5","5.4","15.833","0","7.58","0","1.226","","3.63","0",2025-12-16,"06:00","13.94","4.69","0.89",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.723","0","34.04","0","2.715","0","94.2","0","7.58","0","","","8.01","0","-83.4","5.39","15.852","0","7.74","0","1.227","","5.19","0",2025-12-16,"06:15","13.82","4.66","1.28",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.736","0","34.05","0","2.732","0","96.6","0","7.77","0","","","8.03","0","-84.5","5.4","15.847","0","9.42","0","1.229","","5.14","0",2025-12-16,"06:30","14.23","4.79","1.27",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.768","0","34.08","0","2.739","0","96.5","0","7.76","0","","","8.03","0","-84.4","5.41","15.914","0","9.27","0","1.224","","4.71","0",2025-12-16,"06:45","13.55","4.57","1.16",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.749","0","34.06","0","2.732","0","97.9","0","7.87","0","","","8.03","0","-84.6","5.39","15.896","0","14.65","0","1.222","","6.53","0",2025-12-16,"07:00","13.45","4.53","1.61",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.622","0","33.97","0","2.713","0","98.2","0","7.92","0","","","8.03","0","-84.4","5.4","15.737","0","10.92","0","1.215","","5.89","0",2025-12-16,"07:15","14.93","5.02","1.46",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","51.299","0","33.72","0","2.686","0","97.4","0","7.94","0","","","8","0","-82.8","5.39","15.274","0","10.91","0","1.218","","5.12","0",2025-12-16,"07:30","18.7","6.26","1.26",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.974","0","33.47","0","2.651","0","96.9","0","7.97","0","","","7.99","0","-81.9","5.39","14.937","0","18.86","0","1.233","","5.78","0",2025-12-16,"07:45","21.21","7.09","1.43",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.716","0","33.28","0","2.605","0","96.9","0","8","0","","","7.98","0","-81.4","5.4","14.761","0","11.72","0","1.224","","4.15","0",2025-12-16,"08:00","23.53","7.85","1.02",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.497","0","33.12","0","2.559","0","96.9","0","8.03","0","","","7.97","0","-81","5.38","14.653","0","11.23","0","1.226","","3.33","0",2025-12-16,"08:15","25.72","8.57","0.82",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.293","0","32.96","0","2.527","0","96.4","0","8.02","0","","","7.96","0","-80.4","5.39","14.535","0","9.67","0","1.224","","3.11","0",2025-12-16,"08:30","27.45","9.14","0.76",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.168","0","32.87","0","2.476","0","96.1","0","8.01","0","","","7.96","0","-80.3","5.38","14.473","0","7.41","0","1.217","","3.14","0",2025-12-16,"08:45","28.28","9.41","0.77",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.11","0","32.83","0","2.417","0","96.6","0","8.05","0","","","7.96","0","-80.3","5.39","14.451","0","6.71","0","1.221","","2.99","0",2025-12-16,"09:00","29.1","9.68","0.73",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.108","0","32.83","0","2.373","0","95.7","0","7.98","0","","","7.96","0","-80","5.4","14.444","0","5.56","0","1.231","","2.7","0",2025-12-16,"09:15","29.01","9.65","0.66",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.094","0","32.82","0","2.317","0","96.4","0","8.04","0","","","7.96","0","-80.2","5.38","14.438","0","5.31","0","1.226","","2.28","0",2025-12-16,"09:30","29.07","9.67","0.56",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.124","0","32.84","0","2.271","0","94.8","0","7.9","0","","","7.96","0","-79.9","5.39","14.438","0","4.98","0","1.218","","1.93","0",2025-12-16,"09:45","29.04","9.66","0.47",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.238","0","32.92","0","2.225","0","94.2","0","7.84","0","","","7.96","0","-80","5.38","14.501","0","7.27","0","1.219","","2.36","0",2025-12-16,"10:00","27.44","9.14","0.58",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.709","0","33.28","0","2.178","0","94.7","0","7.8","0","","","7.97","0","-81","5.39","14.903","0","5.24","0","1.221","","1.73","0",2025-12-16,"10:15","23.89","7.97","0.42",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.856","0","33.39","0","2.13","0","92.7","0","7.62","0","","","7.94","0","-79.2","5.4","14.97","0","4.92","0","1.227","","2.57","0",2025-12-16,"10:30","23.39","7.8","0.63",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.842","0","33.37","0","2.084","0","95.6","0","7.9","0","","","7.98","0","-81.3","5.38","14.736","0","3.96","0","1.226","","2.26","0",2025-12-16,"10:45","22.85","7.63","0.55",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.713","0","33.27","0","2.042","0","95.5","0","7.91","0","","","7.97","0","-81","5.4","14.672","0","3.8","0","1.228","","2.17","0",2025-12-16,"11:00","24.16","8.06","0.53",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.603","0","33.19","0","2.001","0","96.5","0","8","0","","","7.97","0","-80.9","5.39","14.652","0","4.34","0","1.231","","2.05","0",2025-12-16,"11:15","25.25","8.42","0.5",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.593","0","33.19","0","1.963","0","96.8","0","8.01","0","","","7.97","0","-80.5","5.39","14.689","0","3.74","0","1.232","","1.91","0",2025-12-16,"11:30","24.97","8.32","0.47",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.581","0","33.18","0","1.922","0","96.9","0","8.02","0","","","7.97","0","-80.8","5.4","14.688","0","3.75","0","1.233","","2.02","0",2025-12-16,"11:45","25.3","8.43","0.49",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.568","0","33.17","0","1.884","0","97.2","0","8.05","0","","","7.97","0","-80.9","5.39","14.711","0","4.18","0","1.232","","2.14","0",2025-12-16,"12:00","25.5","8.5","0.52",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.618","0","33.21","0","1.848","0","96.8","0","8.02","0","","","7.97","0","-81","5.4","14.677","0","3.85","0","1.232","","2.16","0",2025-12-16,"12:15","25.27","8.42","0.53",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.549","0","33.16","0","1.814","0","97.8","0","8.08","0","","","7.97","0","-81","5.38","14.811","0","4.17","0","1.223","","2.11","0",2025-12-16,"12:30","25.01","8.34","0.51",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.642","0","33.23","0","1.778","0","97.8","0","8.07","0","","","7.98","0","-81.1","5.4","14.824","0","3.88","0","1.22","","1.98","0",2025-12-16,"12:45","24.66","8.22","0.48",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.739","0","33.3","0","1.754","0","97.8","0","8.06","0","","","7.98","0","-81.1","5.4","14.882","0","3.76","0","1.219","","2.13","0",2025-12-16,"13:00","24.06","8.02","0.52",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.836","0","33.37","0","1.729","0","98","0","8.05","0","","","7.97","0","-80.9","5.39","15.007","0","4.5","0","1.215","","2.28","0",2025-12-16,"13:15","22.97","7.67","0.56",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_120325_050000.bin","Fort Matanzas","GTMNERR","0","50.87","0","33.4","0","1.713","0","99","0","8.11","0","","","7.98","0","-81.4","5.4","15.168","0","4.36","0","1.219","","2.09","0",2025-12-16,"13:30","22.34","7.46","0.51",""
